"","SN","Source","WHO_REGION","Region","Country","ISO3","ISO2","ADMIN1","ADMIN1ID","ADMIN2","ADMIN2ID","IU_NAME","IU_ID","Location","SiteID","Longitude","Latitude","Georeliability","Location_type","Survey_type","Year","Age_start","Age_end","HK_examined","HK_positive","HK_prevalence","Asc_examined","Asc_positive","Asc_prevalence","TT_examined","TT_positive","TT_prevalence"
"595",24983,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Lofa",2753,"Zorzor",39208,"Lofa",26825,"Zuwulo Elem.& Junior High School",NA,-9.4302778,7.7794442,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,0,0,30,0,0
"596",24987,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Gibi",39210,"Marigibi",26826,"A. A. Mission School",NA,-10.01177778,6.580808056,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,2,0.066666667,30,0,0
"597",24988,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Firestone",39209,"Marigibi",26826,"A.g.m. Dolo's Town",NA,-10.36533333,6.25669444,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,0,0,30,0,0
"598",24989,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Mambah-Kaba",39212,"Marigibi",26826,"all Saints Catholic School",NA,-10.37016667,6.246305556,3,NA,"Mapping",2012,10,14,30,2,0.066666667,26,2,0.076923077,29,1,0.034482759
"599",24990,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Ansaru Islamic Community School",NA,-10.34675,6.5336111,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,4,0.133333333,30,3,0.1
"600",24991,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Bassa Community Foundation School",NA,-10.35819444,6.536694444,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,0,0
"601",24992,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Firestone",39209,"Marigibi",26826,"Becky Primary School",NA,-10.36347222,6.25636111,3,NA,"Mapping",2012,12,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
"602",24993,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Bendu Town Youth Center",NA,-10.27469444,6.551861111,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,3,0.1,30,0,0
"603",24994,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Birch Mnutt Christain Academy",NA,-10.35357222,6.528,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,1,0.033333333,30,0,0
"604",24995,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Blomu Public School",NA,-10.1525,6.641805556,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,2,0.066666667,30,0,0
"605",24996,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Gibi",39210,"Marigibi",26826,"Boe-Dain Public School",NA,-9.928694444,6.547138889,3,NA,"Mapping",2012,10,14,30,4,0.133333333,30,2,0.066666667,29,0,0
"606",24997,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Borbor Town Community School",NA,-10.33997222,6.538305556,3,NA,"Mapping",2012,10,14,29,0,0,29,0,0,29,0,0
"607",24998,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Calvary Community Academy",NA,-10.34780556,6.534527778,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,2,0.066666667,30,0,0
"608",24999,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Christain's Community School",NA,-10.34481667,6.535083333,3,NA,"Mapping",2012,10,14,30,0,0,30,0,0,30,0,0
"609",25000,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Firestone",39209,"Marigibi",26826,"Dolo's Town Public School",NA,-10.36022222,6.25969444,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,0,0,30,0,0
"610",25002,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Gibi",39210,"Marigibi",26826,"Early Learning Foundation School",NA,-10.01688889,6.594972222,3,NA,"Mapping",2012,10,13,30,4,0.133333333,30,3,0.1,30,0,0
"611",25003,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Mambah-Kaba",39212,"Marigibi",26826,"Ellen and Joseph Brooks Memorial Academy",NA,-10.36908333,6.24419444,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,3,0.1,30,0,0
"612",25004,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Francis Mitchell Memorial Academy",NA,-10.35322222,6.529,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,3,0.1
"613",25005,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Gibi",39210,"Marigibi",26826,"Gao Ta  Public School",NA,-9.966,6.64975,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,3,0.1,30,0,0
"614",25006,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Gaylayla Public School",NA,-10.3048897,6.5151875,1,NA,"Mapping",2012,10,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
"615",25007,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Mambah-Kaba",39212,"Marigibi",26826,"Gbenwein Public School",NA,-10.386972,6.25175,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,2,0.066666667,30,1,0.033333333
"616",25009,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Mambah-Kaba",39212,"Marigibi",26826,"Jireh Community School",NA,-10.36577778,6.214027777,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
"617",25010,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"John L. Dennis School",NA,-10.13761111,6.62025,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,0,0
"618",25011,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Joseph J. Korhene Elementry School",NA,-10.33861111,6.534694444,3,NA,"Mapping",2012,10,14,30,3,0.1,29,4,0.137931034,29,0,0
"619",25012,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"District #2",39188,"Marigibi",26826,"Kangar's Town Public School",NA,-10.07030556,6.505805556,3,NA,"Mapping",2012,10,14,30,0,0,30,0,0,30,1,0.033333333
"620",25013,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Gibi",39210,"Marigibi",26826,"Kollie-De-De-Ta School",NA,-9.992805556,6.634055556,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,2,0.066666667,30,0,0
"621",25014,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Korlie Ta Public School",NA,-10.28433333,6.627111111,3,NA,"Mapping",2012,10,14,30,5,0.166666667,30,0,0,30,0,0
"622",25016,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Kpoe Public School",NA,-10.018333,6.5502782,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,0,0,30,0,0
"623",25017,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Larkia (Lanfay) Public School",NA,-10.15080556,6.583861111,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,0,0
"624",25018,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Life Public School",NA,-10.2456,6.546,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
"625",25019,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Todee",39218,"Marigibi",26826,"Life Tower Community School",NA,-10.35141667,6.672388889,3,NA,"Mapping",2012,10,14,30,0,0,30,2,0.066666667,30,0,0
"626",25020,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Todee",39218,"Marigibi",26826,"Macails Elementary School",NA,-10.35436111,6.732503333,3,NA,"Mapping",2012,10,14,30,2,0.066666667,30,1,0.033333333,30,0,0
"627",25021,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Massaquio Ta  Public School",NA,-10.17891667,6.672166667,3,NA,"Mapping",2012,10,14,30,0,0,30,0,0,30,0,0
"628",25022,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Minor Community School",NA,-10.23969444,6.639333333,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,1,0.033333333,30,0,0
"629",25023,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Firestone",39209,"Marigibi",26826,"Mother of Jesus Christ Catholic School",NA,-10.357889,6.263,3,NA,"Mapping",2012,10,14,30,2,0.066666667,28,2,0.071428571,30,1,0.033333333
"630",25024,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Firestone",39209,"Marigibi",26826,"Peter's Town Public School",NA,-10.36161,6.272722,3,NA,"Mapping",2012,12,14,30,0,0,29,2,0.068965517,30,1,0.033333333
"631",25025,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Gibi",39210,"Marigibi",26826,"Poye Public School",NA,-9.966555556,6.572083333,3,NA,"Mapping",2012,10,14,30,0,0,30,0,0,30,0,0
"632",25026,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Firestone",39209,"Marigibi",26826,"R.i.a. Community School",NA,-10.34919,6.246389,3,NA,"Mapping",2012,10,14,30,1,0.033333333,30,1,0.033333333,30,2,0.066666667
"633",25028,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Salala Rubber Corporation School System Champ 1",NA,-10.12647222,6.665222222,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,1,0.033333333
"634",25029,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Fuamah",39174,"Marigibi",26826,"Sekey Town Public School",NA,-10.224028,6.816,3,NA,"Mapping",2012,10,14,30,0,0,30,0,0,30,0,0
"635",25030,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Slocun Community",NA,-10.25988889,6.695,3,NA,"Mapping",2012,10,14,29,0,0,29,0,0,29,0,0
"636",25031,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"St. Augustine's Episcople High School",NA,-10.34969444,6.530694444,3,NA,"Mapping",2012,10,14,30,0,0,30,2,0.066666667,30,0,0
"637",25032,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Firestone",39209,"Marigibi",26826,"United Inland Church Academy",NA,-10.337222,6.280525556,3,NA,"Mapping",2012,11,14,30,3,0.1,30,3,0.1,30,0,0
"638",25033,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Wea-River Side",NA,-10.20805556,6.689722222,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,0,0
"639",25034,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Wolala Community School",NA,-10.27977778,6.553416667,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,0,0
"640",25035,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Marigibi",2754,"Kakata",39211,"Marigibi",26826,"Youth Elementary School",NA,-10.34477778,6.535777778,3,NA,"Mapping",2012,10,14,30,0,0,30,1,0.033333333,30,0,0
"641",21781,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Baraken Elem/Jr. High School",NA,-7.663333,4.495,3,NA,"Mapping",2015,10,14,47,5,0.106382979,47,2,0.042553191,47,2,0.042553191
"642",21782,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Boniken Public School",NA,-7.681389,4.6425,3,NA,"Mapping",2015,10,14,50,16,0.32,50,5,0.1,50,5,0.1
"643",21783,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"David G. Toe Elem School",NA,-7.898056,4.934722,3,NA,"Mapping",2015,10,14,50,8,0.16,50,3,0.06,50,3,0.06
"644",21784,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"Dogboken Elem/Jr. High Sch",NA,-7.927222,4.954722,3,NA,"Mapping",2015,10,14,50,12,0.24,50,0,0,50,0,0
"645",21785,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"E. Othello Gongar Elem/Jr.",NA,-7.713611,4.374444,3,NA,"Mapping",2015,10,14,50,13,0.26,50,2,0.04,50,2,0.04
"646",21786,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"East Harper Elem/Jr. High",NA,-7.699722,4.383333,3,NA,"Mapping",2015,10,14,50,14,0.28,50,7,0.14,50,7,0.14
"647",21787,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"First Assembly of God Elem/Jr",NA,-7.660833,4.585556,3,NA,"Mapping",2015,10,14,49,17,0.346938776,49,2,0.040816327,49,2,0.040816327
"648",21788,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"G.t Brewer Elem/Jr High",NA,-7.711111,4.376111,3,NA,"Mapping",2015,10,14,48,15,0.3125,48,2,0.041666667,48,2,0.041666667
"649",21789,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"Gbalaken Public School",NA,-7.821944,4.821944,3,NA,"Mapping",2015,10,14,50,8,0.16,50,4,0.08,50,4,0.08
"650",21790,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Gbawaken Public School",NA,-7.726667,4.697778,3,NA,"Mapping",2015,10,14,50,7,0.14,50,1,0.02,50,1,0.02
"651",21791,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Gbolobo Public School",NA,-7.701389,4.581389,3,NA,"Mapping",2015,10,14,49,17,0.346938776,49,1,0.020408163,49,1,0.020408163
"652",21792,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"Glofaken Elem School",NA,-7.896667,4.948333,3,NA,"Mapping",2015,10,14,50,12,0.24,50,0,0,50,0,0
"653",21793,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"Gwiah Doe Elem/Jr High Sch",NA,-7.863611,4.946389,3,NA,"Mapping",2015,10,14,52,3,0.057692308,52,2,0.038461538,52,2,0.038461538
"654",21794,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Henogbe Public School",NA,-7.761944,4.6625,3,NA,"Mapping",2015,10,14,50,11,0.22,50,1,0.02,50,1,0.02
"655",21795,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"James Burgess Nursery/ Kg",NA,-7.860556,4.946111,3,NA,"Mapping",2015,10,14,50,4,0.08,50,0,0,50,0,0
"656",21796,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Jireh Solid Foundation Elem/Jr",NA,-7.704167,4.379167,3,NA,"Mapping",2015,10,14,47,12,0.255319149,47,0,0,47,0,0
"657",21797,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"Joe Tealeh Elem School",NA,-7.871944,4.89,3,NA,"Mapping",2015,10,14,50,2,0.04,50,0,0,50,0,0
"658",21798,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Kaloken Demonstration Sch",NA,-7.735278,4.800278,3,NA,"Mapping",2015,10,14,49,11,0.224489796,49,2,0.040816327,49,2,0.040816327
"659",21799,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Manolu Public School",NA,-7.708333,4.724444,3,NA,"Mapping",2015,10,14,49,9,0.183673469,49,1,0.020408163,49,1,0.020408163
"660",21800,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"New Life Elem/ Kg/ Jr. High",NA,-7.738056,4.795556,3,NA,"Mapping",2015,10,14,50,13,0.26,50,8,0.16,50,8,0.16
"661",21801,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Ourlady of Fatima Elem School",NA,-7.708056,4.380556,3,NA,"Mapping",2015,10,14,49,12,0.244897959,49,1,0.020408163,49,1,0.020408163
"662",21802,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Pedibo Elem School",NA,-7.637778,4.445833,3,NA,"Mapping",2015,10,14,50,8,0.16,50,2,0.04,50,2,0.04
"663",21805,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"S.b. Martin Elem School",NA,-7.673056,4.831667,3,NA,"Mapping",2015,10,14,50,18,0.36,50,2,0.04,50,2,0.04
"664",21806,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"Sellie Elem/Jr. High School",NA,-7.859167,4.880556,3,NA,"Mapping",2015,10,14,50,9,0.18,50,2,0.04,50,2,0.04
"665",21807,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Barrobo",39213,"Maryland",26827,"Sokpaken/ A.t Simeon Elem",NA,-7.924167,4.951389,3,NA,"Mapping",2015,10,14,50,13,0.26,50,2,0.04,50,2,0.04
"666",21808,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"St.francis Elem School",NA,-7.668056,4.582778,3,NA,"Mapping",2015,10,14,50,7,0.14,50,0,0,50,0,0
"667",21809,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"St.stevens Episcopal School",NA,-7.67,4.585833,3,NA,"Mapping",2015,10,14,50,21,0.42,50,0,0,50,0,0
"668",21810,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Stanley Jeh Kg/Elem School",NA,-7.643889,4.574722,3,NA,"Mapping",2015,10,14,50,8,0.16,50,2,0.04,50,2,0.04
"669",21811,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Suasu Public School",NA,-7.706667,4.819722,3,NA,"Mapping",2015,10,14,50,13,0.26,50,2,0.04,50,2,0.04
"670",21812,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Susana P. Brewer Elem Sch",NA,-7.735,4.800278,3,NA,"Mapping",2015,10,14,49,10,0.204081633,49,4,0.081632653,49,4,0.081632653
"671",21813,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Tugbaken Public School",NA,-7.708056,4.663611,3,NA,"Mapping",2015,10,14,50,12,0.24,50,1,0.02,50,1,0.02
"672",21814,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Willie A. Roger Kg/Elem",NA,-7.678333,4.586111,3,NA,"Mapping",2015,10,14,50,14,0.28,50,4,0.08,50,4,0.08
"673",21815,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Witchoken Public School",NA,-7.691944,4.481389,3,NA,"Mapping",2015,10,14,50,6,0.12,50,0,0,50,0,0
"674",21816,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Wuluken Elem/Jr. High Sch",NA,-7.723889,4.749444,3,NA,"Mapping",2015,10,14,49,14,0.285714286,49,4,0.081632653,49,4,0.081632653
"675",21817,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Yoakudi Elem/Jr. High",NA,-7.6075,4.445833,3,NA,"Mapping",2015,10,14,50,17,0.34,50,3,0.06,50,3,0.06
"676",21818,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Yuakpe Foundation School",NA,-7.718333,4.374722,3,NA,"Mapping",2015,10,14,50,12,0.24,50,2,0.04,50,2,0.04
"677",21819,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Maryland",2755,"Pleebo/Sodeken",39214,"Maryland",26827,"Zone 5 Community School",NA,-7.704167,4.592222,3,NA,"Mapping",2015,10,14,48,14,0.291666667,48,0,0,48,0,0
"678",21820,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"72nd Public School",NA,-10.68462,6.36508,3,NA,"Mapping",2015,10,14,50,3,0.06,50,0,0,50,0,0
"679",21821,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Klay",39172,"Montserrado",26828,"Annie Banks Elem School",NA,-10.79938,6.43553,3,NA,"Mapping",2015,10,14,50,2,0.04,50,0,0,50,0,0
"680",21822,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Klay",39172,"Montserrado",26828,"Augustus f Came  Elem School",NA,-10.7866,6.39772,3,NA,"Mapping",2015,10,14,50,1,0.02,50,0,0,50,0,0
"681",21823,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Careysburg",39215,"Montserrado",26828,"Careysburg Public School",NA,-10.55112,6.40178,3,NA,"Mapping",2015,10,14,50,4,0.08,50,0,0,50,0,0
"682",21824,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"Dyu Ferter Public School",NA,-10.80058,6.4715,3,NA,"Mapping",2015,10,14,50,1,0.02,50,0,0,50,0,0
"683",21825,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Klay",39172,"Montserrado",26828,"Euphemia Abdallah Public School",NA,-10.65114,6.56181,3,NA,"Mapping",2015,10,14,50,4,0.08,50,0,0,50,0,0
"684",21826,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Careysburg",39215,"Montserrado",26828,"Flahn Town Public School",NA,-10.53418,6.40014,3,NA,"Mapping",2015,10,14,50,3,0.06,50,0,0,50,0,0
"685",21827,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Klay",39172,"Montserrado",26828,"Fofee Town Public School",NA,-10.65974,6.54042,3,NA,"Mapping",2015,10,14,49,4,0.081632653,49,0,0,49,0,0
"686",21828,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Todee",39218,"Montserrado",26828,"Gaoba Town Public School",NA,-10.47306,6.69087,3,NA,"Mapping",2015,10,14,50,2,0.04,50,0,0,50,0,0
"687",21829,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Careysburg",39215,"Montserrado",26828,"Garzon Public School",NA,-10.50845,6.40118,3,NA,"Mapping",2015,10,14,50,3,0.06,50,0,0,50,0,0
"688",21830,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"Gray D. Nloon School",NA,-10.79514,6.47702,3,NA,"Mapping",2015,10,14,50,7,0.14,50,0,0,50,0,0
"689",21831,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Todee",39218,"Montserrado",26828,"Intouch Elem. Public School",NA,-10.49456,6.39684,3,NA,"Mapping",2015,10,14,50,2,0.04,50,0,0,50,0,0
"690",21832,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"Jina Richards School",NA,-10.70221,6.49316,3,NA,"Mapping",2015,10,14,50,1,0.02,50,0,0,50,0,0
"691",21834,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"June l Moore Public School",NA,-10.81318,6.48581,3,NA,"Mapping",2015,10,14,50,4,0.08,50,0,0,50,0,0
"692",21835,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"Kenedja Public School",NA,-10.79287,6.46726,3,NA,"Mapping",2015,10,14,50,4,0.08,50,0,0,50,0,0
"693",21836,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"King Gray Public School",NA,-10.78407,6.43352,3,NA,"Mapping",2015,10,14,50,1,0.02,50,0,0,50,0,0
"694",21837,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"Krukai Public School",NA,-10.7834,6.39847,3,NA,"Mapping",2015,10,14,50,4,0.08,50,0,0,50,0,0
"695",21838,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"Lousiana Public School",NA,-10.68331,6.49707,3,NA,"Mapping",2015,10,14,50,1,0.02,50,0,0,50,0,0
"696",21839,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"Klay",39172,"Montserrado",26828,"Mama Tormah Elem. & Jr. High Sch",NA,-10.78579,6.39823,3,NA,"Mapping",2015,10,14,50,0,0,50,0,0,50,0,0
"697",21840,"AFRO","AFRO","Western Africa","Liberia","LBR","LR","Montserrado",2756,"St Paul River",39217,"Montserrado",26828,"Mango Town Public School",NA,-10.70112,6.35332,3,NA,"Mapping",2015,10,14,50,1,0.02,50,1,0.02,50,1,0.02
